Owner1,Owner2,SiteAddress,MailAddress,MailCity,APN,LastSeller,LastSaleDate,LastSaleValue,clean_owner,ppp_borrower,ppp_city,ppp_state,ppp_amount,ppp_forgiven,ppp_date,ppp_status,BusinessType,NAICSCode,NonProfit,JobsReported,lender,proximity_cluster,rico_risk_tier
SDR LLC,,6561 SORENTO CIR,18437 STONEGATE LN,ROWLAND HEIGHTS,145-181-09,"CHANG, ROBERT T; CHANG, SANDRA T",,0.0,SDRLLC,SDR LLC,Salt Lake City,UT,6796.87,6831.32,05/07/2021,Paid in Full,Corporation,541990,,1.0,Mountain America FCU,,TIER_4_MONITOR
SDR LLC,,6561 SORENTO CIR,18437 STONEGATE LN,ROWLAND HEIGHTS,145-181-09,"CHANG, ROBERT T; CHANG, SANDRA T",,0.0,SDRLLC,"SDR, LLC",LARAMIE,WY,87900.0,88721.2,04/29/2020,Paid in Full,Limited  Liability Company(LLC),722511,,15.0,ANB Bank,,TIER_4_MONITOR
LEGACY GLOBAL LLC,,7303 CLAY AVE,19051 GOLDENWEST UNIT 106-312,TUSTIN,935-760-45,"LEE, ANTHONY MICHAEL",01/12/2004,0.0,LEGACYGLOBALLLC,LEGACY GLOBAL LLC.,Davidson,NC,36329.0,36481.28,03/24/2021,Paid in Full,Limited  Liability Company(LLC),423220,,4.0,Regions Bank,,TIER_4_MONITOR
SANDERSON GROUP LLC,,16212 KIPLING CIR,48 CIELO AZUL,MISSION VIEJO,107-903-11,"SHAMROUKH, AHMAD; SHAMROUKH, RAWA",02/09/1999,0.0,SANDERSONGROUPLLC,SANDERSON GROUP LLC,AUSTIN,TX,8332.0,,04/30/2020,Paid in Full,Limited  Liability Company(LLC),541420,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
MY VILLAGE LLC,,12555 EUCLID ST APT 53,PO BOX 2247,ANAHEIM,930-536-39,"AADESS, LATIFA",11/26/2002,0.0,MYVILLAGELLC,MY VILLAGE LLC,OLYMPIA,WA,1000.0,1006.72,05/08/2020,Paid in Full,Limited  Liability Company(LLC),812990,,7.0,Washington State Employees Credit Union,,TIER_4_MONITOR
MY VILLAGE LLC,,12555 EUCLID ST APT 53,PO BOX 2247,ANAHEIM,930-536-39,"AADESS, LATIFA",11/26/2002,0.0,MYVILLAGELLC,MYVILLAGE LLC,Nederland,CO,370030.0,374357.3,04/27/2020,Paid in Full,Limited  Liability Company(LLC),533110,,37.0,First-Citizens Bank & Trust Company,,TIER_4_MONITOR
H B ENTERPRISE PROPERTY LLC,,18372 ENTERPRISE LN,7332 SIENA AVE,WESTMINSTER,159-212-04,"MUESEGAES, FREDERICK G; FREDERICK G MUESEGAES RLT,",,0.0,HBENTERPRISEPROPERTYLLC,"H.B. ENTERPRISE PROPERTY, LLC",Garden Grove,CA,145832.5,147849.85,02/11/2021,Paid in Full,Limited  Liability Company(LLC),424990,,7.0,Itria Ventures LLC,,TIER_4_MONITOR
THE LE FAMILY LLC,,16752 JEFFREY CIR,2279 EAGLE GLEN PKWY # 112-461,CORONA,107-662-06,"LE, THANG BA; NGUYEN, PHUONG DUNG HUYNH",06/28/2019,0.0,THELEFAMILYLLC,THE LE FAMILY LLC,Killeen,TX,213900.0,216929.76,02/12/2021,Paid in Full,Limited  Liability Company(LLC),721110,,22.0,Loan Source Incorporated,,TIER_4_MONITOR
THE LE FAMILY LLC,,16752 JEFFREY CIR,2279 EAGLE GLEN PKWY # 112-461,CORONA,107-662-06,"LE, THANG BA; NGUYEN, PHUONG DUNG HUYNH",06/28/2019,0.0,THELEFAMILYLLC,THE LE FAMILY LLC,KILLEEN,TX,152800.0,154395.91,04/15/2020,Paid in Full,Limited  Liability Company(LLC),721110,,35.0,Herring Bank,,TIER_4_MONITOR
SDM HOLDINGS LLC,,16541 LOIRE CIR,1 COTTONWOOD,NEWPORT COAST,142-171-04,"BN NEW WORLD CORPORATION, ; BN NEW WORLD CORPORATION INC,",04/09/2025,1300000.0,SDMHOLDINGSLLC,SDM HOLDINGS LLC,CASTLE PINES,CO,24737.0,21519.62,04/14/2020,Paid in Full,Limited  Liability Company(LLC),541219,,1.0,Cross River Bank,,TIER_4_MONITOR
SDM HOLDINGS LLC,,16541 LOIRE CIR,1 COTTONWOOD,NEWPORT COAST,142-171-04,"BN NEW WORLD CORPORATION, ; BN NEW WORLD CORPORATION INC,",04/09/2025,1300000.0,SDMHOLDINGSLLC,SDM HOLDINGS LLC,Castle Pines,CO,19791.67,19891.14,03/20/2021,Paid in Full,Limited  Liability Company(LLC),541219,,1.0,Parkside Financial Bank & Trust,,TIER_4_MONITOR
LEE BROTHERS LLC,,7042 KEARNY DR,18685 SANTA IRENE ST,FOUNTAIN VALLEY,111-130-36,",",09/25/2003,,LEEBROTHERSLLC,LEE BROTHERS LLC,Hanston,KS,20800.0,20875.11,01/21/2021,Paid in Full,Limited  Liability Company(LLC),111199,,2.0,Bank of Hays,,TIER_4_MONITOR
LEE BROTHERS LLC,,7042 KEARNY DR,18685 SANTA IRENE ST,FOUNTAIN VALLEY,111-130-36,",",09/25/2003,,LEEBROTHERSLLC,LEE BROTHERS LLC,Hanston,KS,20800.0,20843.91,04/23/2021,Paid in Full,Limited  Liability Company(LLC),111110,,2.0,Bank of Hays,,TIER_4_MONITOR
BONGOS SPORTFISHING LLC,,829 HARBOR ISLAND DR,3181 ROWENA DR,ROSSMOOR,988-015-77,",",,,BONGOSSPORTFISHINGLLC,BONGOS SPORTFISHING LLC,NEWPORT BEACH,CA,25250.0,25670.66,05/01/2020,Paid in Full,Limited  Liability Company(LLC),488390,,4.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
BAM HOMES LLC,,21851 NEWLAND ST SPC 270,135 S STATE COLLEGE BLVD STE 200,BREA,890-892-70,",",,,BAMHOMESLLC,BAM HOMES LLC,Lake Oswego,OR,2417.0,2444.35,02/05/2021,Paid in Full,Subchapter S Corporation,236118,,1.0,KeyBank National Association,,TIER_4_MONITOR
BAM HOMES LLC,,21851 NEWLAND ST SPC 270,135 S STATE COLLEGE BLVD STE 200,BREA,890-892-70,",",,,BAMHOMESLLC,"BAM HOMES, LLC",LAKE OSWEGO,OR,11600.0,11682.95,08/08/2020,Paid in Full,Subchapter S Corporation,236118,,1.0,KeyBank National Association,,TIER_4_MONITOR
LA COLONIA LLC,,9436 LA COLONIA AVE,16101 WALKER CIR,WESTMINSTER,167-163-19,"TRUONG, THI NGOC PHUONG; PHAM, TUNG THANH",03/02/2020,0.0,LACOLONIALLC,LA COLONIA LLC,Suitland,MD,29600.0,29901.76,06/12/2020,Paid in Full,Limited  Liability Company(LLC),445110,,9.0,Atlantic Union Bank,,TIER_4_MONITOR
LA COLONIA LLC,,9436 LA COLONIA AVE,16101 WALKER CIR,WESTMINSTER,167-163-19,"TRUONG, THI NGOC PHUONG; PHAM, TUNG THANH",03/02/2020,0.0,LACOLONIALLC,LA COLONIA LLC,SUITLAND,MD,29602.0,29769.74,02/01/2021,Paid in Full,Limited  Liability Company(LLC),445110,,9.0,Atlantic Union Bank,,TIER_4_MONITOR
E & N ENTERPRISES LLC,,345 AVOCADO ST UNIT A3,PO BOX 876,TUSTIN,938-650-26,"RBJJ PROPERTIES LLC,",09/30/2003,139500.0,ENENTERPRISESLLC,"E & N ENTERPRISES, LLC",ORANGE CITY,IA,37400.0,37608.82,04/09/2020,Paid in Full,Limited  Liability Company(LLC),541320,,23.0,Iowa State Bank,,TIER_4_MONITOR
RAV LLC,,1 MAIN ST,175 CHESTNUT ST,SAN FRANCISCO,988-150-06,",",,,RAVLLC,R-A-V LLC,LINCOLN,NE,39200.0,39433.02,04/14/2020,Paid in Full,Limited  Liability Company(LLC),532111,,5.0,Midwest Bank,,TIER_4_MONITOR
RAV LLC,,1 MAIN ST,175 CHESTNUT ST,SAN FRANCISCO,988-150-06,",",,,RAVLLC,R-A-V LLC,Lincoln,NE,39200.0,39442.82,01/21/2021,Paid in Full,Limited  Liability Company(LLC),485999,,4.0,Midwest Bank,,TIER_4_MONITOR
RAV LLC,,1 MAIN ST,175 CHESTNUT ST,SAN FRANCISCO,988-150-06,",",,,RAVLLC,"RAV, L.L.C.",BELLINGHAM,WA,23955.0,24107.61,04/27/2020,Paid in Full,Limited  Liability Company(LLC),236115,,5.0,Peoples Bank,,TIER_4_MONITOR
RAV LLC,,1 MAIN ST,175 CHESTNUT ST,SAN FRANCISCO,988-150-06,",",,,RAVLLC,RAV LLC,Myrtle Beach,SC,229100.0,231441.91,03/18/2021,Paid in Full,Limited Liability Partnership,722511,,40.0,South Atlantic Bank,,TIER_4_MONITOR
RAV LLC,,1 MAIN ST,175 CHESTNUT ST,SAN FRANCISCO,988-150-06,",",,,RAVLLC,RAV LLC,MYRTLE BEACH,SC,163700.0,165932.69,04/08/2020,Paid in Full,Limited Liability Partnership,722511,,45.0,South Atlantic Bank,,TIER_4_MONITOR
BW & ASSOCIATES LLC,,1200 RUTLAND RD # 25,2 PACIFIC WINDS,NEWPORT COAST,934-180-25,"GODBER, DAVID S; THE DAVID S GODBER TRUST,",09/02/2022,0.0,BWASSOCIATESLLC,B&W ASSOCIATES LLC,Aurora,CO,5800.0,5816.59,03/26/2021,Paid in Full,Corporation,334220,,1.0,"Newtek Small Business Finance, Inc.",,TIER_4_MONITOR
FRR LLC,,17711 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-14,"LENZKES JR, RUDOLF",,0.0,FRRLLC,"FRR, LLC",Burlington,IA,8600.0,8658.77,06/29/2020,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,,TIER_4_MONITOR
FRR LLC,,17711 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-14,"LENZKES JR, RUDOLF",,0.0,FRRLLC,FRR LLC,Burlington,IA,8600.0,8676.21,02/17/2021,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,,TIER_4_MONITOR
FRR LLC,,17712 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-15,"LENZKES JR, RUDOLF",,0.0,FRRLLC,"FRR, LLC",Burlington,IA,8600.0,8658.77,06/29/2020,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,,TIER_4_MONITOR
FRR LLC,,17712 CRABB LN,12304 MCCANN DR,SANTA FE SPRINGS,165-291-15,"LENZKES JR, RUDOLF",,0.0,FRRLLC,FRR LLC,Burlington,IA,8600.0,8676.21,02/17/2021,Paid in Full,Limited  Liability Company(LLC),238220,,2.0,MidWestOne Bank,,TIER_4_MONITOR
LOTUS PROPERTIES LLC,,14472 SPA DR,18391 OLD LAMPLIGHTER CIR,VILLA PARK,195-195-13,"RAVIKUMAR, ASHA R",05/06/2021,0.0,LOTUSPROPERTIESLLC,LOTUS PROPERTIES LLC,SPRING,TX,20265.0,20534.27,05/01/2020,Paid in Full,Limited  Liability Company(LLC),531120,,5.0,"Wells Fargo Bank, National Association",,TIER_4_MONITOR
RMI MANAGEMENT LLC,,17191 KAMPEN LN,5 RIDGELINE DR,NEWPORT BEACH,167-343-14,"RAINES, AMY C; KATHLEEN W RAINES REVOCABLE TRUST,",06/06/2017,620000.0,RMIMANAGEMENTLLC,RMI MANAGEMENT LLC,LONGVIEW,TX,217702.0,220600.72,04/06/2020,Paid in Full,Limited  Liability Company(LLC),722511,,50.0,Texas Bank and Trust Company,,TIER_4_MONITOR
CTA ENTERPRISES LLC,,16221 WATSON CIR,9321 STANFORD AVE,GARDEN GROVE,107-911-25,"NGUYEN, QUOC A",11/19/2019,0.0,CTAENTERPRISESLLC,CTA ENTERPRISES LLC,Garden Grove,CA,20832.0,20929.6,03/25/2021,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Cross River Bank,,TIER_4_MONITOR
CTA ENTERPRISES LLC,,16221 WATSON CIR,9321 STANFORD AVE,GARDEN GROVE,107-911-25,"NGUYEN, QUOC A",11/19/2019,0.0,CTAENTERPRISESLLC,CTA ENTERPRISES LLC,GARDEN GROVE,CA,20832.0,21179.58,04/30/2020,Paid in Full,Limited  Liability Company(LLC),523930,,1.0,"Bank of America, National Association",,TIER_4_MONITOR
CTA ENTERPRISES LLC,,5231 CHADWICK DR,13362 BROOKHURST ST,GARDEN GROVE,146-621-12,"NGUYEN, QUOC; NGUYEN, JENNIFER",08/15/2001,0.0,CTAENTERPRISESLLC,CTA ENTERPRISES LLC,Garden Grove,CA,20832.0,20929.6,03/25/2021,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Cross River Bank,,TIER_4_MONITOR
CTA ENTERPRISES LLC,,5231 CHADWICK DR,13362 BROOKHURST ST,GARDEN GROVE,146-621-12,"NGUYEN, QUOC; NGUYEN, JENNIFER",08/15/2001,0.0,CTAENTERPRISESLLC,CTA ENTERPRISES LLC,GARDEN GROVE,CA,20832.0,21179.58,04/30/2020,Paid in Full,Limited  Liability Company(LLC),523930,,1.0,"Bank of America, National Association",,TIER_4_MONITOR
GARDEN RANCH LLC,,12888 WESTERN AVE,1166 REDFERN CT,CONCORD,931-432-21,"FULTS, CHRISTOPHER L; FULTS, JEANNE",06/12/2019,365000.0,GARDENRANCHLLC,GARDEN RANCH LLC,COLORADO SPRINGS,CO,17807.0,17973.27,05/01/2020,Paid in Full,Limited  Liability Company(LLC),,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
GARDEN RANCH LLC,,12888 WESTERN AVE,1166 REDFERN CT,CONCORD,931-432-21,"FULTS, CHRISTOPHER L; FULTS, JEANNE",06/12/2019,365000.0,GARDENRANCHLLC,GARDEN RANCH LLC,Colorado Springs,CO,19617.0,19762.25,02/24/2021,Paid in Full,Limited  Liability Company(LLC),623312,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
DDA LLC,,17150 SAN MATEO ST # 9,PO BOX 722,ZEPHYR COVE,930-294-09,"BENSON, DEBRA S; KIEFLER, DAWN L",04/10/2009,0.0,DDALLC,DDA LLC,Fairlawn,NJ,30000.0,30362.5,05/02/2020,Paid in Full,Limited  Liability Company(LLC),488210,,6.0,"TD Bank, National Association",,TIER_4_MONITOR
DDA LLC,,17150 SAN MATEO ST # 9,PO BOX 722,ZEPHYR COVE,930-294-09,"BENSON, DEBRA S; KIEFLER, DAWN L",04/10/2009,0.0,DDALLC,DDA LLC,Louisville,KY,35500.0,35765.26,01/25/2021,Paid in Full,Limited  Liability Company(LLC),722410,,10.0,Republic Bank & Trust Company,,TIER_4_MONITOR
DDA LLC,,17150 SAN MATEO ST # 9,PO BOX 722,ZEPHYR COVE,930-294-09,"BENSON, DEBRA S; KIEFLER, DAWN L",04/10/2009,0.0,DDALLC,DDA LLC,LOUISVILLE,KY,42200.0,42472.74,04/13/2020,Paid in Full,Limited  Liability Company(LLC),541618,,10.0,Republic Bank & Trust Company,,TIER_4_MONITOR
SWUN MATH LLC,,19585 ELMRIDGE LN,10073 VALLEY VIEW ST # 116,CYPRESS,023-491-55,"STERUD, RON; AVERILL FAMILY TRUST,",09/02/2022,1412500.0,SWUNMATHLLC,"SWUN MATH, LLC",CYPRESS,CA,294773.0,296339.74,04/30/2020,Paid in Full,Limited  Liability Company(LLC),611710,,22.0,Farmers & Merchants Bank of Long Beach,,TIER_4_MONITOR
COMPASSIONATE CARE HOSPICE LLC,,17220 NEWHOPE ST STE 124,17220 NEWHOPE ST,FOUNTAIN VALLEY,938-780-18,"VAN DEUSEN, ELISHA B; VAN DEUSEN, LESLIE A",09/04/2018,419000.0,COMPASSIONATECAREHOSPICELLC,COMPASSIONATE CARE HOSPICE LLC,FOUNTAIN VALLEY,CA,279820.0,281636.91,05/01/2020,Paid in Full,Corporation,623110,,65.0,"Bank of America, National Association",,TIER_4_MONITOR
COMPASSIONATE CARE HOSPICE LLC,,17220 NEWHOPE ST STE 123,17220 NEWHOPE ST,FOUNTAIN VALLEY,938-780-19,"VAN DEUSEN, ELISHA B; VAN DEUSEN, LESLIE A",09/04/2018,419000.0,COMPASSIONATECAREHOSPICELLC,COMPASSIONATE CARE HOSPICE LLC,FOUNTAIN VALLEY,CA,279820.0,281636.91,05/01/2020,Paid in Full,Corporation,623110,,65.0,"Bank of America, National Association",,TIER_4_MONITOR
PEACEFUL JOURNEY LLC,,16511 GOLDENWEST ST,PO BOX 1405,SUNSET BEACH,146-271-46,"FORD PROPERTIES LP,",08/30/2018,0.0,PEACEFULJOURNEYLLC,PEACEFUL JOURNEY LLC,HUNTINGTON BEACH,CA,5010.0,5055.02,05/08/2020,Paid in Full,Limited  Liability Company(LLC),531312,,1.0,"Wells Fargo Bank, National Association",,TIER_4_MONITOR
GOSPA LLC,,12610 WESTMINSTER AVE # 2C,10635 BRUNS DR,TUSTIN,938-691-08,"TWOMEY HOLDINGS LLC,",06/27/2016,583000.0,GOSPALLC,GO SPA LLC,Chicago,IL,5557.5,5598.31,01/20/2021,Paid in Full,Limited  Liability Company(LLC),812199,,1.0,BMO Bank National Association,,TIER_4_MONITOR
GOSPA LLC,,12610 WESTMINSTER AVE # 2C,10635 BRUNS DR,TUSTIN,938-691-08,"TWOMEY HOLDINGS LLC,",06/27/2016,583000.0,GOSPALLC,"GO SPA, LLC",CHICAGO,IL,3700.0,3735.38,04/15/2020,Paid in Full,Limited  Liability Company(LLC),812199,,1.0,BMO Bank National Association,,TIER_4_MONITOR
SAMPSON VENTURES LLC,,17682 SAMPSON LN,12221 POPLAR ST STE 3,HESPERIA,165-331-17,"DEL S FOOD BARSTOW INC,",01/29/2025,0.0,SAMPSONVENTURESLLC,"SAMPSON VENTURES, LLC",PANAMA CITY,FL,35480.0,35757.93,04/29/2020,Paid in Full,Limited  Liability Company(LLC),531210,,8.0,Trustmark National Bank,,TIER_4_MONITOR
SAMPSON VENTURES LLC,,17682 SAMPSON LN,12221 POPLAR ST STE 3,HESPERIA,165-331-17,"DEL S FOOD BARSTOW INC,",01/29/2025,0.0,SAMPSONVENTURESLLC,SAMPSON VENTURES LLC,Panama City,FL,29673.0,29883.56,02/26/2021,Paid in Full,Limited  Liability Company(LLC),811192,,7.0,Loan Source Incorporated,,TIER_4_MONITOR
SAMPSON VENTURES LLC,,17682 SAMPSON LN,12221 POPLAR ST STE 3,HESPERIA,165-331-17,"DEL S FOOD BARSTOW INC,",01/29/2025,0.0,SAMPSONVENTURESLLC,SAMPSON VENTURES LLC,Mesa,AZ,20037.0,20241.27,05/01/2020,Paid in Full,Limited  Liability Company(LLC),561499,,2.0,WebBank,,TIER_4_MONITOR
SAMPSON VENTURES LLC,,17682 SAMPSON LN,12221 POPLAR ST STE 3,HESPERIA,165-331-17,"DEL S FOOD BARSTOW INC,",01/29/2025,0.0,SAMPSONVENTURESLLC,SAMPSON VENTURES LLC,Mesa,AZ,12653.0,12693.07,05/07/2021,Paid in Full,Limited  Liability Company(LLC),531390,,2.0,WebBank,,TIER_4_MONITOR
TB THE TWINS LLC,,7425 LAMPSON AVE,6022 E JACK PINE LN,ORANGE,936-751-57,"PHAM, BAY VAN; TON, TRANG",01/26/2017,0.0,TBTHETWINSLLC,"TB THE TWINS, LLC",ORANGE,CA,8750.0,8861.71,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
TB THE TWINS LLC,,7427 LAMPSON AVE,6022 E JACK PINE LN,ORANGE,936-751-58,"PHAM, BAY VAN; TON, TRANG",01/26/2017,0.0,TBTHETWINSLLC,"TB THE TWINS, LLC",ORANGE,CA,8750.0,8861.71,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
JEK INVESTMENTS LLC,,1325 DELAWARE ST,620 TERMINAL WAY,COSTA MESA,025-091-01,"KOLL, EDWIN LEE; KOLL, JOANN D",,0.0,JEKINVESTMENTSLLC,JEK INVESTMENTS LLC,Phoenix,AZ,26907.0,27221.78,01/30/2021,Paid in Full,Subchapter S Corporation,525920,,2.0,Loan Source Incorporated,,TIER_4_MONITOR
PARKSVILLE INVESTMENT LLC,,7450 EDINGER AVE,4848 WILSHIRE BLVD APT 302,LOS ANGELES,142-511-17,",",12/27/2007,,PARKSVILLEINVESTMENTLLC,PARKSVILLE INVESTMENT LLC,LOS ANGELES,CA,29165.0,29650.02,05/06/2020,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Celtic Bank Corporation,,TIER_4_MONITOR
DNA INVESTMENTS LLC,,7 IMA LOA CT # 160,7 IMA LOA CT,NEWPORT BEACH,932-581-60,"IMA LOA LLC,",06/27/2025,1575000.0,DNAINVESTMENTSLLC,DNA INVESTMENTS LLC,New Orleans,LA,2452.0,2462.21,04/17/2021,Paid in Full,Limited  Liability Company(LLC),561720,,1.0,Customers Bank,,TIER_4_MONITOR
CROWN WEALTH PROPERTIES LLC,,2900 BRISTOL ST # 1,2900 BRISTOL ST STE B106,COSTA MESA,939-570-01,"STARPOINT COMMERCIAL PROPERTIES LLC,",09/14/2011,0.0,CROWNWEALTHPROPERTIESLLC,CROWN WEALTH PROPERTIES LLC,COSTA MESA,CA,43190.0,43676.33,05/01/2020,Paid in Full,Subchapter S Corporation,531210,,3.0,"Bank of America, National Association",,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7755 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-17,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,ARES INVESTMENT GROUP LLC,Reno,NV,20832.0,20887.93,04/06/2021,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"Readycap Lending, LLC",,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7755 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-17,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,"ARES INVESTMENT GROUP, LLC",Reno,NV,24000.0,24352.0,07/20/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,MBE Capital Partners,,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7777 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-20,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,ARES INVESTMENT GROUP LLC,Reno,NV,20832.0,20887.93,04/06/2021,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"Readycap Lending, LLC",,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7777 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-20,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,"ARES INVESTMENT GROUP, LLC",Reno,NV,24000.0,24352.0,07/20/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,MBE Capital Partners,,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7767 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-15,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,ARES INVESTMENT GROUP LLC,Reno,NV,20832.0,20887.93,04/06/2021,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"Readycap Lending, LLC",,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7767 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-15,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,"ARES INVESTMENT GROUP, LLC",Reno,NV,24000.0,24352.0,07/20/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,MBE Capital Partners,,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7711 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-16,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,ARES INVESTMENT GROUP LLC,Reno,NV,20832.0,20887.93,04/06/2021,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"Readycap Lending, LLC",,TIER_4_MONITOR
ARES INVESTMENT GROUP LLC,,7711 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-16,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARESINVESTMENTGROUPLLC,"ARES INVESTMENT GROUP, LLC",Reno,NV,24000.0,24352.0,07/20/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,MBE Capital Partners,,TIER_4_MONITOR
"LIDO HOUSE, LLC",,3300 NEWPORT BLVD,RD OLSON DEVELOPMENT 520 NEWPORT CENTER DR STE 600,NEWPORT BEACH,988-069-68,",",,,LIDOHOUSELLC,LIDO HOUSE LLC,Newport Beach,CA,2000000.0,2017444.44,02/22/2021,Paid in Full,Limited  Liability Company(LLC),721110,,138.0,CommerceWest Bank,NEWPORT_CENTER_CLUSTER,TIER_2_HIGH
"LIDO HOUSE, LLC",,3300 NEWPORT BLVD,RD OLSON DEVELOPMENT 520 NEWPORT CENTER DR STE 600,NEWPORT BEACH,988-069-68,",",,,LIDOHOUSELLC,LIDO HOUSE LLC,NEWPORT BEACH,CA,1898800.0,1917524.28,04/14/2020,Paid in Full,Limited  Liability Company(LLC),721110,,138.0,CommerceWest Bank,NEWPORT_CENTER_CLUSTER,TIER_2_HIGH
AGHA LLC,,7852 RONALD DR,16 GENEVE,NEWPORT BEACH,165-302-12,"KIUMP OZ FUND LLC,",06/30/2021,0.0,AGHALLC,AGHA LLC,Blauvelt,NY,49745.0,50070.0,01/30/2021,Paid in Full,Limited  Liability Company(LLC),424120,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
AGHA LLC,,7852 RONALD DR,16 GENEVE,NEWPORT BEACH,165-302-12,"KIUMP OZ FUND LLC,",06/30/2021,0.0,AGHALLC,AGHA LLC,BLAUVELT,NY,67712.0,68318.44,05/01/2020,Paid in Full,Limited  Liability Company(LLC),424120,,3.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
NM 168 LLC,,10139 LIGHTBREEZE CIR,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,155-151-08,"HB HOMES MANAGEMENT LLC,",12/02/2022,2782500.0,NM168LLC,NM 168 LLC,Irvine,CA,5767.0,5804.36,03/12/2021,Paid in Full,Partnership,531120,,1.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
NM 168 LLC,,10149 LIGHTBREEZE CIR,10900 WARNER AVE STE 120,FOUNTAIN VALLEY,155-151-07,"HB HOMES MANAGEMENT LLC,",12/02/2022,2782500.0,NM168LLC,NM 168 LLC,Irvine,CA,5767.0,5804.36,03/12/2021,Paid in Full,Partnership,531120,,1.0,"JPMorgan Chase Bank, National Association",,TIER_4_MONITOR
ERA VENTURES LLC,,8700 WARNER AVE,11160 WARNER AVE STE 315,FOUNTAIN VALLEY,167-371-01,"WARNER FV LLC,",08/28/2018,4000000.0,ERAVENTURESLLC,ERA VENTURES LLC,COTO LAUREL,PR,16500.0,16619.17,01/29/2021,Paid in Full,Limited  Liability Company(LLC),541611,,2.0,Banco Popular de Puerto Rico,,TIER_4_MONITOR
ERA VENTURES LLC,,8700 WARNER AVE,11160 WARNER AVE STE 315,FOUNTAIN VALLEY,167-371-01,"WARNER FV LLC,",08/28/2018,4000000.0,ERAVENTURESLLC,ERA VENTURES LLC,Cotto Laurel,PR,11400.0,11475.68,06/24/2020,Paid in Full,Limited  Liability Company(LLC),551114,,2.0,Banco Popular de Puerto Rico,,TIER_4_MONITOR
