LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
6081817402,05/13/2020,0988,PPP,R & G VENT CLEANING SERVICES INC.,661 N MONTEREY ST Suite 1,GILBERT,AZ,85233-3833,04/10/2021,Paid in Full,24,100,255400.0,255400.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,Y,Y,Existing or more than 2 years old,GILBERT,MARICOPA,AZ,85233-3833,AZ-05,36.0,561790,Unanswered,Unknown/NotStated,,255400.0,,,,,,Corporation,41195,Midwest Regional Bank,FESTUS,MO,Unanswered,Non-Veteran,,256939.49,01/07/2021
9969957002,04/09/2020,0988,PPP,SPAN-DEW SERVICES LLC,230 S 6th Pl,COTTONWOOD,AZ,86326-4240,04/10/2021,Paid in Full,24,100,189200.0,189200.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,R,Y,Y,Existing or more than 2 years old,COTTONWOOD,YAVAPAI,AZ,86326-4240,AZ-02,26.0,238220,Unanswered,Unknown/NotStated,,189200.0,,,,,,Subchapter S Corporation,41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Unanswered,,190986.89,03/31/2021
7317697405,05/16/2020,0988,PPP,"CAROLINA'S MEXICAN FOOD, INC.",1202 East Mohave St,PHOENIX,AZ,85034,07/27/2023,Paid in Full,5,100,182500.0,182500.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,Y,Y,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85034-0602,AZ-03,30.0,722511,White,Hispanic or Latino,,182500.0,,,,,,Corporation,41195,Midwest Regional Bank,FESTUS,MO,Female Owned,Non-Veteran,,,
9402108403,02/17/2021,0988,PPS,THE HAPPY CIA LLC,2036 N Gilbert Rd,Mesa,AZ,85203-2139,11/06/2021,Paid in Full,60,100,294800.0,294800.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,N,Y,Existing or more than 2 years old,Mesa,MARICOPA,AZ,85203-2139,AZ-04,30.0,812320,Unanswered,Unknown/NotStated,,294800.0,,,,,,Limited  Liability Company(LLC),41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Unanswered,,296789.9,10/25/2021
5533978506,03/01/2021,0988,PPS,MISCAVAGE HOLDINGS LLC,1112 W Birchwood Ave,Mesa,AZ,85210-8411,08/10/2021,Paid in Full,60,100,256100.0,256100.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,Y,Y,Existing or more than 2 years old,Mesa,MARICOPA,AZ,85210-8411,AZ-04,30.0,561730,White,Not Hispanic or Latino,,256099.0,,,,,,Limited  Liability Company(LLC),41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Non-Veteran,,256889.64,07/06/2021
9487848302,01/30/2021,0988,PPS,OUTLIERS LLC,6791 W Happy Valley Rd Ste 100,Peoria,AZ,85383-4865,09/07/2022,Paid in Full,60,100,196801.0,196801.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,N,N,Existing or more than 2 years old,Peoria,MARICOPA,AZ,85383-4865,AZ-08,27.0,722511,Unanswered,Hispanic or Latino,1.0,196799.0,,,,,,Limited  Liability Company(LLC),41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Non-Veteran,,199835.02,08/22/2022
6849247308,04/30/2020,0988,PPP,ARIZONA PRN,6103 E. Grant Rd.,TUCSON,AZ,85712,04/10/2021,Paid in Full,24,100,398000.0,398000.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,N,N,Existing or more than 2 years old,TUCSON,PIMA,AZ,85712-0001,AZ-06,75.0,621999,Unanswered,Unknown/NotStated,,398000.0,,,,,,Limited  Liability Company(LLC),41195,Midwest Regional Bank,FESTUS,MO,Unanswered,Unanswered,,401360.89,03/17/2021
3128797305,04/29/2020,0988,PPP,PRINCE OF PEACE LUTHERAN CHURCH,3641 N. 56th Street,PHOENIX,AZ,85018,05/08/2021,Paid in Full,24,100,374500.0,374500.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,N,N,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85018-0001,AZ-07,60.0,813110,White,Not Hispanic or Latino,,374500.0,,,,,,Non-Profit Organization,41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Unanswered,Y,376731.06,02/12/2021
5802628309,01/25/2021,0988,PPS,KITCHEN SINK STUDIOS INC,828 N 3rd St,Phoenix,AZ,85004-2032,05/06/2022,Paid in Full,60,100,177100.0,177100.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,Y,N,Existing or more than 2 years old,Phoenix,MARICOPA,AZ,85004-2032,AZ-03,9.0,541340,Unanswered,Not Hispanic or Latino,1.0,177098.0,,,,,,Corporation,41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Non-Veteran,,179259.64,04/19/2022
6351737000,04/06/2020,0988,PPP,PANORAMIC PRESS INC.,2920 N. 35th Street,PHOENIX,AZ,85018-7404,04/10/2021,Paid in Full,24,100,352100.0,352100.0,0.0,,41195,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028-2400,U,Y,Y,New Business or 2 years or less,PHOENIX,MARICOPA,AZ,85018-7404,AZ-01,29.0,323113,Unanswered,Not Hispanic or Latino,,352100.0,,,,,,Corporation,41195,Midwest Regional Bank,FESTUS,MO,Male Owned,Non-Veteran,,354662.51,01/07/2021
5615437200,04/27/2020,0988,PPP,"NNY GILBERT, LLC",2110 S. Gilbert Road,CHANDLER,AZ,85286-1587,04/23/2021,Paid in Full,24,100,216105.55,216105.55,0.0,Native Grill and Wings,41204,HOMEBANK,400 S Main St,PALMYRA,MO,63461-1668,U,N,N,Existing or more than 2 years old,CHANDLER,MARICOPA,AZ,85286-1587,AZ-05,31.0,722511,Unanswered,Not Hispanic or Latino,,216105.55,,,,,,Limited  Liability Company(LLC),41204,HOMEBANK,PALMYRA,MO,Male Owned,Non-Veteran,,217498.23,12/28/2020
6601658305,01/27/2021,0988,PPS,NNY GILBERT LLC,2110 S Gilbert Rd,Chandler,AZ,85286-1587,10/19/2021,Paid in Full,60,100,302547.77,302547.77,0.0,Native Grill and Wings,41204,HOMEBANK,400 S Main St,PALMYRA,MO,63461-1668,U,N,N,Existing or more than 2 years old,Chandler,MARICOPA,AZ,85286-1587,AZ-05,41.0,722511,Unanswered,Not Hispanic or Latino,1.0,302541.77,,,,,,Limited  Liability Company(LLC),41204,HOMEBANK,PALMYRA,MO,Male Owned,Non-Veteran,,304430.29,09/14/2021
1628618301,01/19/2021,0988,PPS,VENTURE 29 ENTERPRISES LLC,1837 W Guadalupe Rd Ste 122,Mesa,AZ,85202-7454,09/15/2021,Paid in Full,60,100,222568.5,222568.5,0.0,Native Grill and Wings,41204,HOMEBANK,400 S Main St,PALMYRA,MO,63461-1668,U,N,N,Existing or more than 2 years old,Mesa,MARICOPA,AZ,85202-7454,AZ-04,38.0,722511,Asian,Not Hispanic or Latino,1.0,222565.5,,,,,,Limited  Liability Company(LLC),41204,HOMEBANK,PALMYRA,MO,Female Owned,Non-Veteran,,223730.8,08/03/2021
3658147306,04/29/2020,0988,PPP,"BIRCHER EXTERMINATING SERVICES, INC",335 W. Melinda Ln,PHOENIX,AZ,85027-2926,11/13/2020,Paid in Full,24,100,170941.0,170941.0,0.0,,41131,Mid America Bank,1511 Friendship Rd,JEFFERSON CITY,MO,65101-8703,U,Y,Y,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85027-2926,AZ-01,18.0,812990,White,Not Hispanic or Latino,1300.0,161941.0,,7700.0,,,,Subchapter S Corporation,41283,Mid America Bank,St. Elizabeth,MO,Male Owned,Unanswered,,171821.46,11/05/2020
6037397105,04/14/2020,0988,PPP,THE MICRO MANAGEMENT COMPANY INC.,801 E GRANT RD,TUCSON,AZ,85719-2933,04/06/2021,Paid in Full,24,100,1495200.0,1495200.0,0.0,McDonalds,41291,Cass Commercial Bank,"12412 Powerscourt Dr, Ste 175",SAINT LOUIS,MO,63131-3659,U,Y,Y,Existing or more than 2 years old,TUCSON,PIMA,AZ,85719-2933,AZ-07,481.0,722513,White,Unknown/NotStated,,1495200.0,,,,,,Corporation,41291,Cass Commercial Bank,SAINT LOUIS,MO,Male Owned,Non-Veteran,,1509487.47,03/31/2021
4521997002,04/03/2020,0988,PPP,THE FIRST CHRISTIAN CHURCH OF YUMA,3261 S AVENUE 6,YUMA,AZ,85365-8361,12/11/2020,Paid in Full,24,100,303900.0,303900.0,0.0,,41291,Cass Commercial Bank,"12412 Powerscourt Dr, Ste 175",SAINT LOUIS,MO,63131-3659,U,N,N,Existing or more than 2 years old,YUMA,YUMA,AZ,85365-8361,AZ-09,70.0,813110,Unanswered,Unknown/NotStated,,303900.0,,,,,,Non-Profit Organization,41291,Cass Commercial Bank,SAINT LOUIS,MO,Unanswered,Unanswered,Y,305613.66,11/03/2020
3201298410,02/04/2021,0988,PPS,FINN LLC,1941 - 1945 E Watkins Street,Phoenix,AZ,85034,12/01/2021,Paid in Full,60,100,252207.0,252207.0,0.0,,41844,First Interstate Bank,401 N 31st St,BILLINGS,MT,59101-1200,U,Y,Y,Existing or more than 2 years old,Phoenix,MARICOPA,AZ,85034,AZ-07,22.0,541410,Unanswered,Unknown/NotStated,1.0,252202.0,,,,,,Limited  Liability Company(LLC),41844,First Interstate Bank,BILLINGS,MT,Unanswered,Unanswered,,253913.72,10/25/2021
2188847108,04/10/2020,0988,PPP,"FINN, L.L.C.",1941 E. Watkins St.,PHOENIX,AZ,85034-5707,03/17/2021,Paid in Full,24,100,228058.0,228058.0,0.0,,41844,First Interstate Bank,401 N 31st St,BILLINGS,MT,59101-1200,U,Y,Y,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85034-5707,AZ-03,24.0,541310,White,Not Hispanic or Latino,,228058.0,,,,,,Limited  Liability Company(LLC),41844,First Interstate Bank,BILLINGS,MT,Male Owned,Non-Veteran,,229988.68,02/18/2021
1138317208,04/15/2020,0988,PPP,FISHER PRINT LLC,2205 E Universtiy Dr,PHOENIX,AZ,85034,09/16/2021,Paid in Full,24,100,164600.0,164600.0,0.0,,41844,First Interstate Bank,401 N 31st St,BILLINGS,MT,59101-1200,U,N,Y,New Business or 2 years or less,PHOENIX,MARICOPA,AZ,85034-0602,AZ-03,23.0,517210,Unanswered,Unknown/NotStated,,164600.0,,,,,,Limited  Liability Company(LLC),41844,First Interstate Bank,BILLINGS,MT,Unanswered,Unanswered,,166746.56,08/12/2021
5914707209,04/27/2020,0988,PPP,SR STAFFING SERVICE LLC,14605 North 73rd Street,SCOTTSDALE,AZ,85260-3105,05/13/2021,Paid in Full,24,100,911400.0,911400.0,0.0,,41882,American Bank,1632 W Main St,BOZEMAN,MT,59715-4012,U,N,N,Existing or more than 2 years old,SCOTTSDALE,MARICOPA,AZ,85260-3105,AZ-01,90.0,561330,Unanswered,Unknown/NotStated,,911400.0,,,,,,Limited  Liability Company(LLC),41882,American Bank,BOZEMAN,MT,Unanswered,Unanswered,,919881.08,03/31/2021
5458148307,01/25/2021,0988,PPS,CAPRI HOSPITALITY MANAGEMENT LLC,6867 N Oracle Rd Ste 101,Tucson,AZ,85704-4265,02/05/2021,Paid in Full,60,100,383505.0,383505.0,0.0,Hampton Inn & Suites,41911,Madison Valley Bank,213 E Main St,ENNIS,MT,59729-9051,U,N,N,Existing or more than 2 years old,Tucson,PIMA,AZ,85704-4265,AZ-06,33.0,721110,Unanswered,Unknown/NotStated,1.0,383502.0,,,,,,Limited  Liability Company(LLC),41911,Madison Valley Bank,ENNIS,MT,Unanswered,Unanswered,,385501.33,08/06/2021
6137767204,04/27/2020,0988,PPP,AMERIFIRST FINANCIAL INC,"1550 E MCKELLIPS RD, STE 117",MESA,AZ,85203-2752,03/05/2022,Paid in Full,24,100,6229763.0,6229763.0,0.0,,41932,Little Horn State Bank,835 N Center Ave,HARDIN,MT,59034-1315,U,N,N,Existing or more than 2 years old,MESA,MARICOPA,AZ,85203-2752,AZ-04,471.0,523999,Unanswered,Unknown/NotStated,,6229763.0,,,,,,Subchapter S Corporation,41932,Little Horn State Bank,HARDIN,MT,Unanswered,Unanswered,,6341898.73,02/16/2022
6587927103,04/14/2020,0988,PPP,"CHAMPION COLLEGE SERVICES, INC.",7776 S Pointe Pkway W Ste 250,PHOENIX,AZ,85044,02/16/2021,Paid in Full,24,100,175000.0,175000.0,0.0,,41946,Three Rivers Bank of Montana,233 E Idaho,KALISPELL,MT,59901-4132,U,N,N,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85044-0001,AZ-04,18.0,611710,Unanswered,Unknown/NotStated,,175000.0,,,,,,Corporation,41946,Three Rivers Bank of Montana,KALISPELL,MT,Female Owned,Non-Veteran,,176308.9,01/20/2021
4220137205,04/27/2020,0988,PPP,SURGENEX LLC,"15444 N 76th Street, C110",SCOTTSDALE,AZ,85260-1893,01/12/2021,Paid in Full,24,100,307000.0,307000.0,0.0,,41949,The Yellowstone Bank,2901 Millenium Cir,Billings,MT,59044,U,N,N,Unanswered,SCOTTSDALE,MARICOPA,AZ,85260-1893,AZ-01,26.0,423450,White,Not Hispanic or Latino,,307000.0,,,,,,Limited  Liability Company(LLC),41949,The Yellowstone Bank,Billings,MT,Male Owned,Non-Veteran,,308867.23,12/08/2020
1599968301,01/19/2021,0988,PPS,SURGENEX LLC,15444 N 76th St Ste C110,Scottsdale,AZ,85260-1893,11/09/2021,Paid in Full,60,100,374240.0,374240.0,0.0,,41949,The Yellowstone Bank,2901 Millenium Cir,Billings,MT,59044,U,N,N,Existing or more than 2 years old,Scottsdale,MARICOPA,AZ,85260-1893,AZ-01,25.0,621511,White,Not Hispanic or Latino,,374240.0,,,,,,Limited  Liability Company(LLC),41949,The Yellowstone Bank,Billings,MT,Male Owned,Non-Veteran,,377008.35,10/20/2021
4486837004,04/03/2020,0988,PPP,TURBO AUTO TRANSPORT LLP,5526 N CRESCENT HILL PL,TUCSON,AZ,85718-5454,03/11/2021,Paid in Full,24,100,192500.0,192500.0,0.0,,41971,Stockman Bank of Montana,700 Main St,MILES CITY,MT,59301-3122,U,N,N,Existing or more than 2 years old,TUCSON,PIMA,AZ,85718-5454,AZ-06,12.0,484230,White,Not Hispanic or Latino,,192500.0,,,,,,Limited Liability Partnership,41971,Stockman Bank of Montana,MILES CITY,MT,Male Owned,Non-Veteran,,181063.75,01/19/2021
3049328400,02/04/2021,0988,PPS,4432 INC.,4432 N Miller Rd Ste 107,Scottsdale,AZ,85251-3697,12/15/2021,Paid in Full,60,100,170913.96,170913.96,0.0,,42044,Core Bank,17807 Burke St,OMAHA,NE,68118-2260,U,Y,Y,Existing or more than 2 years old,Scottsdale,MARICOPA,AZ,85251-3697,AZ-01,23.0,722511,White,Not Hispanic or Latino,1.0,170909.96,,,,,,Corporation,42044,Core Bank,OMAHA,NE,Female Owned,Non-Veteran,,172243.29,11/18/2021
1434778305,01/17/2021,0988,PPS,SUN VALLEY SOLAR SOLUTIONS LLC,3225 N Colorado St,Chandler,AZ,85225-1101,12/04/2021,Paid in Full,60,100,1305707.0,1305707.0,0.0,,42145,City Bank & Trust Co.,2929 Pine Lake Rd,LINCOLN,NE,68516-6008,U,N,N,Existing or more than 2 years old,Chandler,MARICOPA,AZ,85225-1101,AZ-04,108.0,238210,Unanswered,Not Hispanic or Latino,1.0,1305705.0,,,,,,Limited  Liability Company(LLC),42145,City Bank & Trust Co.,LINCOLN,NE,Male Owned,Non-Veteran,,1316081.11,11/22/2021
4507768308,01/23/2021,0988,PPS,BOLD SITE LOGISTICS LLC,1020 N Boyd Rd,Apache Junction,AZ,85119-9662,01/31/2022,Paid in Full,60,100,160890.0,160890.0,0.0,,42153,Nebraska Bank,355 Second St,DODGE,NE,68633,U,N,N,Existing or more than 2 years old,Apache Junction,PINAL,AZ,85119-9662,AZ-05,13.0,237130,Unanswered,Unknown/NotStated,1.0,160885.0,,,,,,Limited  Liability Company(LLC),42153,Nebraska Bank,DODGE,NE,Unanswered,Unanswered,,161484.4,06/15/2021
4558877005,04/03/2020,0988,PPP,"RION, LLC.","3514 N Power Rd, Ste 121",MESA,AZ,85215-2901,08/06/2021,Paid in Full,24,100,203500.0,503500.0,0.0,Krispy Kreme Doughnuts,42200,Dayspring Bank,914 Lake Ave,GOTHENBURG,NE,69138-1944,U,N,N,Existing or more than 2 years old,MESA,MARICOPA,AZ,85215-2901,AZ-04,100.0,722513,Unanswered,Unknown/NotStated,,503500.0,,,,,,Limited  Liability Company(LLC),42200,Dayspring Bank,GOTHENBURG,NE,Unanswered,Unanswered,,509667.88,06/28/2021
4560287004,04/03/2020,0988,PPP,"RESTAURANT CONCEPTS, INC.","3514 N Power Rd, Ste 121",MESA,AZ,85215-2901,08/07/2021,Paid in Full,24,100,925500.0,925500.0,0.0,Arby's,42200,Dayspring Bank,914 Lake Ave,GOTHENBURG,NE,69138-1944,U,N,N,Existing or more than 2 years old,MESA,MARICOPA,AZ,85215-2901,AZ-04,200.0,722513,Unanswered,Unknown/NotStated,,925500.0,,,,,,Subchapter S Corporation,42200,Dayspring Bank,GOTHENBURG,NE,Male Owned,Non-Veteran,,936940.21,06/28/2021
6936658307,01/27/2021,0988,PPS,FLOOR SOURCE LLC,17829 N Black Canyon Hwy,Phoenix,AZ,85023-1207,07/09/2021,Paid in Full,60,100,265537.0,265537.0,0.0,,42205,Five Points Bank,2015 N Broadwell Ave,GRAND ISLAND,NE,68803-2759,U,Y,N,Existing or more than 2 years old,Phoenix,MARICOPA,AZ,85023-1207,AZ-08,19.0,442210,Unanswered,Unknown/NotStated,1.0,265531.0,,,,,,Limited  Liability Company(LLC),42205,Five Points Bank,GRAND ISLAND,NE,Unanswered,Unanswered,,266628.65,06/25/2021
1706118507,02/19/2021,0988,PPS,PAINTED DESERT MONTESSORI LLC,2400 S 247th Ave,Buckeye,AZ,85326-9628,03/23/2021,Paid in Full,60,100,350000.0,350000.0,0.0,,42213,Banner Capital Bank,205 State St,HARRISBURG,NE,69345,U,N,N,Existing or more than 2 years old,Buckeye,MARICOPA,AZ,85326-9628,AZ-09,47.0,611110,Unanswered,Unknown/NotStated,1.0,349997.0,,,,,,Limited  Liability Company(LLC),42213,Banner Capital Bank,HARRISBURG,NE,Unanswered,Unanswered,,353529.17,02/23/2022
4464507205,04/27/2020,0988,PPP,AWAKENING SEED SCHOOL INC.,6630 S 40th Street,PHOENIX,AZ,85042,03/04/2021,Paid in Full,24,100,213900.0,213900.0,0.0,,42243,Thayer County Bank,402 Lincoln Ave,HEBRON,NE,68370-1526,U,N,Y,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85042-0001,AZ-03,31.0,611110,Unanswered,Unknown/NotStated,,213900.0,,,,,,Non-Profit Childcare Center,42243,Thayer County Bank,HEBRON,NE,Unanswered,Unanswered,Y,215247.32,02/09/2021
4439587009,04/03/2020,0988,PPP,IRONWOOD WEALTH MANAGEMENT LLC,4650 E Cotton Center Blvd Suite 13,PHOENIX,AZ,85040-4800,12/24/2020,Paid in Full,24,100,250000.0,199400.0,0.0,,42246,First State Bank Nebraska,2701 Grainger Pkwy,LINCOLN,NE,68516-7764,U,Y,N,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85040-4800,AZ-03,13.0,523930,Unanswered,Not Hispanic or Latino,,199400.0,,,,,,Limited  Liability Company(LLC),42246,First State Bank Nebraska,LINCOLN,NE,Unanswered,Unanswered,,200524.39,11/03/2020
5097197003,04/05/2020,0988,PPP,AMERICAN HEALTHCARE SOLUTIONS LLC,"8687 E Via de Ventura, STE 218",SCOTTSDALE,AZ,85258,04/22/2021,Paid in Full,24,100,300000.0,300000.0,0.0,,42290,Union Bank and Trust Company,3643 S 48th St,LINCOLN,NE,68506-4341,U,N,N,New Business or 2 years or less,SCOTTSDALE,MARICOPA,AZ,85258-1738,AZ-01,100.0,621610,White,Not Hispanic or Latino,,300000.0,,,,,,Limited  Liability Company(LLC),42290,Union Bank and Trust Company,LINCOLN,NE,Male Owned,Veteran,,302925.0,03/31/2021
7141507008,04/07/2020,0988,PPP,"COPPER SPRINGS RETIREMENT COMMUNITY, LLC",3303 E. Gary Rd.,GILBERT,AZ,85234,05/15/2021,Paid in Full,24,100,185000.0,185000.0,0.0,,42290,Union Bank and Trust Company,3643 S 48th St,LINCOLN,NE,68506-4341,U,N,N,Existing or more than 2 years old,GILBERT,MARICOPA,AZ,85234-3701,AZ-05,20.0,623311,Unanswered,Unknown/NotStated,,185000.0,,,,,,Limited  Liability Company(LLC),42290,Union Bank and Trust Company,LINCOLN,NE,Female Owned,Non-Veteran,,186844.86,04/08/2021
4608427009,04/04/2020,0988,PPP,"EMERALD TAX AND FINANCIAL SERVICES, INC.","7125 E Shea Blvd, Ste 103",SCOTTSDALE,AZ,85254-5251,04/20/2021,Paid in Full,24,100,1269900.0,1269900.0,0.0,H&R Block - Franchise License Agreement,42290,Union Bank and Trust Company,3643 S 48th St,LINCOLN,NE,68506-4341,U,N,Y,Existing or more than 2 years old,SCOTTSDALE,MARICOPA,AZ,85254-5251,AZ-01,110.0,541213,White,Not Hispanic or Latino,,1269900.0,,,,,,Subchapter S Corporation,42290,Union Bank and Trust Company,LINCOLN,NE,Male Owned,Non-Veteran,,1281681.85,03/16/2021
8192057009,04/08/2020,0988,PPP,"550 DEGREES, LLC",16203 S. 24TH PL,PHOENIX,AZ,85048-4225,05/06/2021,Paid in Full,24,100,340100.0,340100.0,0.0,,42376,BankFirst,100 N 13th St,NORFOLK,NE,68701-3704,U,N,N,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85048-4225,AZ-04,101.0,722310,Unanswered,Not Hispanic or Latino,,272130.0,,64986.0,2984.0,,,Limited  Liability Company(LLC),42376,BankFirst,NORFOLK,NE,Male Owned,Non-Veteran,,343671.05,04/29/2021
5887447000,04/06/2020,0988,PPP,NEXTCARE HOLDING,1223 S CLEARVIEW AVE STE 110,MESA,AZ,85209-3305,01/08/2021,Paid in Full,24,100,321200.0,321200.0,0.0,Home Instead/Home Instead Senior Care,42407,American National Bank,"8990, W Dodge Rd",Omaha,NE,68114,U,N,N,New Business or 2 years or less,MESA,MARICOPA,AZ,85209-3305,AZ-05,53.0,621610,Unanswered,Unknown/NotStated,,321200.0,,,,,,Limited  Liability Company(LLC),42407,American National Bank,Omaha,NE,Male Owned,Non-Veteran,,323294.88,02/16/2021
4863517009,04/04/2020,0988,PPP,BLACK MOUNTAIN BLESSING LLC,706 E Bell Rd Ste 120,PHOENIX,AZ,85022-2664,10/09/2021,Paid in Full,24,100,245700.0,245700.0,0.0,,42407,American National Bank,"8990, W Dodge Rd",Omaha,NE,68114,U,N,Y,Existing or more than 2 years old,PHOENIX,MARICOPA,AZ,85022-2664,AZ-01,68.0,621610,Unanswered,Not Hispanic or Latino,,245700.0,,,,,,Limited  Liability Company(LLC),42407,American National Bank,Omaha,NE,Male Owned,Non-Veteran,,249005.17,08/19/2021
8928047010,04/09/2020,0988,PPP,"PL INTEGRATED SERVICES, LLC",5216 E Barwick Drive,CAVE CREEK,AZ,85331-2400,05/04/2021,Paid in Full,24,100,350000.0,350000.0,0.0,,42458,First National Bank of Omaha,1601 Capitol Ave,OMAHA,NE,68102,U,N,N,Unanswered,CAVE CREEK,MARICOPA,AZ,85331-2400,AZ-01,21.0,541690,Unanswered,Unknown/NotStated,,350000.0,,,,,,Limited  Liability Company(LLC),42458,First National Bank of Omaha,OMAHA,NE,Unanswered,Unanswered,,352133.33,02/16/2021
9858907006,04/09/2020,0988,PPP,"MILE HIGH HOSPITALITY, LLC",7255 E. Hampton Avenue Suite 122,MESA,AZ,85209-3301,05/04/2021,Paid in Full,24,100,194297.0,194297.0,0.0,Marriott/JW Marriott,42458,First National Bank of Omaha,1601 Capitol Ave,OMAHA,NE,68102,U,N,N,Unanswered,MESA,MARICOPA,AZ,85209-3301,AZ-05,37.0,531120,Unanswered,Unknown/NotStated,,194297.0,,,,,,Limited  Liability Company(LLC),42458,First National Bank of Omaha,OMAHA,NE,Unanswered,Unanswered,,195732.64,01/08/2021
8456918400,02/13/2021,0988,PPS,PL INTEGRATED SERVICES LLC,5216 E Barwick Dr,Cave Creek,AZ,85331-2400,09/29/2021,Paid in Full,60,100,330700.0,330700.0,0.0,,42458,First National Bank of Omaha,1601 Capitol Ave,OMAHA,NE,68102,U,N,N,Existing or more than 2 years old,Cave Creek,MARICOPA,AZ,85331-2400,AZ-01,13.0,541690,Unanswered,Unknown/NotStated,,330700.0,,,,,,Limited  Liability Company(LLC),42458,First National Bank of Omaha,OMAHA,NE,Unanswered,Unanswered,,332463.73,08/30/2021
8223117007,04/08/2020,0988,PPP,THE PRODUCTION CHOICE LLC,514 S Drew Street,MESA,AZ,85210-2420,01/14/2021,Paid in Full,24,100,1332700.0,1332700.0,0.0,,42565,Pinnacle Bank,1401 'N' St,LINCOLN,NE,68508,U,Y,Y,Existing or more than 2 years old,MESA,MARICOPA,AZ,85210-2420,AZ-04,129.0,238220,Unanswered,Unknown/NotStated,,1332700.0,,,,,,Limited  Liability Company(LLC),42565,Pinnacle Bank,LINCOLN,NE,Male Owned,Unanswered,,1341399.57,12/10/2020
1115658601,03/12/2021,0988,PPS,SPECIAL OLYMPICS ARIZONA INC.,2455 N Citrus Rd Bldg 64,Goodyear,AZ,85395-2317,04/13/2022,Paid in Full,60,100,391082.5,391082.5,0.0,,42565,Pinnacle Bank,1401 'N' St,LINCOLN,NE,68508,U,N,N,Existing or more than 2 years old,Goodyear,MARICOPA,AZ,85395-2317,AZ-09,33.0,624120,Unanswered,Unknown/NotStated,,391082.5,,,,,,Non-Profit Organization,42565,Pinnacle Bank,LINCOLN,NE,Unanswered,Unanswered,Y,394819.51,03/03/2022
8667117008,04/08/2020,0988,PPP,DOLCE DOLCI LLC,2425 W Utopia Road,Phoenix,AZ,85027-4100,07/13/2021,Paid in Full,24,100,511595.0,511595.0,0.0,,249106,"California Bank of Commerce, NA","12265 El Camino Real, Ste 100",SAN DIEGO,CA,92130-4097,U,N,N,Existing or more than 2 years old,Phoenix,MARICOPA,AZ,85027-4100,AZ-08,42.0,311412,Unanswered,Unknown/NotStated,,511595.0,,,,,,Limited  Liability Company(LLC),426228,"Bank of Santa Clarita, A Division of California Bank of Commerce, NA",SANTA CLARITA,CA,Male Owned,Non-Veteran,,517551.93,06/17/2021
