llc_name,property_address,mailing_address,mail_city,APN,LastSeller,LastSaleDate,sale_price,ppp_borrower,ppp_city,ppp_state,ppp_amount,ppp_forgiven,ppp_date,ppp_status,BusinessType,NAICSCode,NonProfit,JobsReported,ppp_lender,orig_lender,lender_city,lender_state,days_property_to_ppp,is_out_of_state_ppp,is_out_of_state_mail
ARES INVESTMENT GROUP LLC,7767 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-15,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARES INVESTMENT GROUP LLC,Reno,NV,20832.0,20887.93,04/06/2021,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"Readycap Lending, LLC","Readycap Lending, LLC",BERKELEY HEIGHTS,NJ,-895,True,False
ARES INVESTMENT GROUP LLC,7711 CENTER AVE,1683 SUNFLOWER AVE STE B,COSTA MESA,142-342-16,"ONE PACIFIC PLAZA OWNER LLC,",09/18/2023,42000000.0,ARES INVESTMENT GROUP LLC,Reno,NV,20832.0,20887.93,04/06/2021,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"Readycap Lending, LLC","Readycap Lending, LLC",BERKELEY HEIGHTS,NJ,-895,True,False
PTCM LLC,1940 MAPLE AVE APT 101,10781 LACONIA DR,VILLA PARK,935-500-60,"KAUL, CHRISTOPHER; TRUONG, BAO",07/09/2013,0.0,"PTCM, LLC",EAGAN,MN,20832.0,20975.47,08/07/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,2586,True,True
CTA ENTERPRISES LLC,16221 WATSON CIR,9321 STANFORD AVE,GARDEN GROVE,107-911-25,"NGUYEN, QUOC A",11/19/2019,0.0,CTA ENTERPRISES LLC,Garden Grove,CA,20832.0,20929.6,03/25/2021,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Cross River Bank,Cross River Bank,TEANECK,NJ,492,False,True
CTA ENTERPRISES LLC,5231 CHADWICK DR,13362 BROOKHURST ST,GARDEN GROVE,146-621-12,"NGUYEN, QUOC; NGUYEN, JENNIFER",08/15/2001,0.0,CTA ENTERPRISES LLC,Garden Grove,CA,20832.0,20929.6,03/25/2021,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Cross River Bank,Cross River Bank,TEANECK,NJ,7162,False,True
CTA ENTERPRISES LLC,16221 WATSON CIR,9321 STANFORD AVE,GARDEN GROVE,107-911-25,"NGUYEN, QUOC A",11/19/2019,0.0,CTA ENTERPRISES LLC,GARDEN GROVE,CA,20832.0,21179.58,04/30/2020,Paid in Full,Limited  Liability Company(LLC),523930,,1.0,"Bank of America, National Association","Bank of America, National Association",CHARLOTTE,NC,163,False,True
CTA ENTERPRISES LLC,5231 CHADWICK DR,13362 BROOKHURST ST,GARDEN GROVE,146-621-12,"NGUYEN, QUOC; NGUYEN, JENNIFER",08/15/2001,0.0,CTA ENTERPRISES LLC,GARDEN GROVE,CA,20832.0,21179.58,04/30/2020,Paid in Full,Limited  Liability Company(LLC),523930,,1.0,"Bank of America, National Association","Bank of America, National Association",CHARLOTTE,NC,6833,False,True
JBH LLC,711 W 17TH ST # 19,18331 E SANTA CLARA AVE,NORTH TUSTIN,939-830-19,"B L FUND I PARTNERS A GENERAL PARTNERSHI,",03/16/2000,0.0,JBH LLC,Falls Church,VA,20800.0,21090.62,05/19/2020,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Atlantic Union Bank,Atlantic Union Bank,RICHMOND,VA,7369,True,True
LEE BROTHERS LLC,7042 KEARNY DR,18685 SANTA IRENE ST,FOUNTAIN VALLEY,111-130-36,",",09/25/2003,,LEE BROTHERS LLC,Hanston,KS,20800.0,20843.91,04/23/2021,Paid in Full,Limited  Liability Company(LLC),111110,,2.0,Bank of Hays,Bank of Hays,HAYS,KS,6420,True,False
PLH HOLDINGS LLC,14335 SUFFOLK ST,14331 SUFFOLK ST,WESTMINSTER,195-421-12,"HARRISON, PATTI L; HARRISON, PATTI L",,0.0,PLH HOLDINGS L. L. C.,CHASKA,MN,20800.0,20975.52,04/15/2020,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Bridgewater Bank,Bridgewater Bank,SAINT LOUIS PARK,MN,,True,False
A & D LLC,5821 VIEW CIR,18055 BUSHARD ST,FOUNTAIN VALLEY,146-312-13,"DO, ELIZABETH",05/18/2021,0.0,AD LLC,scarsdale,NY,20800.0,21099.29,05/01/2020,Paid in Full,Limited  Liability Company(LLC),,,2.0,"Citibank, N.A.","Citibank, N.A.",Sioux Falls,SD,-382,True,False
AMG GROUP LLC,807 MUIRFIELD DR,3 WOODLYN LN,BRADBURY,931-790-44,"JALIU, LOAN CRISTEL; JALIU, GABRIELA",06/27/2018,900000.0,"AMG GROUP, LLC",Delaware,OH,20800.0,21031.93,05/02/2020,Paid in Full,Limited  Liability Company(LLC),523930,,1.0,Live Oak Banking Company,Live Oak Banking Company,WILMINGTON,NC,675,True,True
LEE BROTHERS LLC,7042 KEARNY DR,18685 SANTA IRENE ST,FOUNTAIN VALLEY,111-130-36,",",09/25/2003,,LEE BROTHERS LLC,Hanston,KS,20800.0,20875.11,01/21/2021,Paid in Full,Limited  Liability Company(LLC),111199,,2.0,Bank of Hays,Bank of Hays,HAYS,KS,6328,True,False
JBH LLC,711 W 17TH ST # 19,18331 E SANTA CLARA AVE,NORTH TUSTIN,939-830-19,"B L FUND I PARTNERS A GENERAL PARTNERSHI,",03/16/2000,0.0,JBH LLC,PHOENIX,AZ,20607.0,20816.46,04/27/2020,Paid in Full,Limited  Liability Company(LLC),722513,,5.0,Loan Source Incorporated,Stearns Bank National Association,SAINT CLOUD,MN,7347,True,True
LOTUS PROPERTIES LLC,14472 SPA DR,18391 OLD LAMPLIGHTER CIR,VILLA PARK,195-195-13,"RAVIKUMAR, ASHA R",05/06/2021,0.0,LOTUS PROPERTIES LLC,SPRING,TX,20265.0,20534.27,05/01/2020,Paid in Full,Limited  Liability Company(LLC),531120,,5.0,"Wells Fargo Bank, National Association","Wells Fargo Bank, National Association",SIOUX FALLS,SD,-370,True,True
SAMPSON VENTURES LLC,17682 SAMPSON LN,12221 POPLAR ST STE 3,HESPERIA,165-331-17,"DEL S FOOD BARSTOW INC,",01/29/2025,0.0,SAMPSON VENTURES LLC,Mesa,AZ,20037.0,20241.27,05/01/2020,Paid in Full,Limited  Liability Company(LLC),561499,,2.0,WebBank,WebBank,SALT LAKE CITY,UT,-1734,True,True
CMR INVESTMENTS LLC,280 CAGNEY LN APT 115,1 PROSPECTOR DR,PARK CITY,930-775-73,"PICASSO PROPERTIES LLC,",03/13/2026,810000.0,"CMR INVESTMENTS, LLC",CUSTER,SD,20029.0,20041.07,04/10/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Black Hills FCU,Black Hills FCU,Rapid City,SD,-2163,True,True
S & S 1 LLC,9514 BICKLEY DR # 8,1733 MONROVIA AVE STE V,COSTA MESA,931-930-16,"BABLOT, STEVEN R; BABLOT, SUSAN V",01/17/1996,0.0,"SS1, LLC",AVON LAKE,OH,20000.0,20187.83,08/03/2020,Paid in Full,Limited  Liability Company(LLC),511210,,1.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,8965,True,False
NEWPORT LLC,4340 VON KARMAN AVE STE 205,640 N DIAMOND BAR BLVD,DIAMOND BAR,934-057-17,",",,,NEW PORT LLC,ROLLING MEADOWS,IL,20000.0,20097.22,04/10/2020,Paid in Full,Limited  Liability Company(LLC),523999,,9.0,East West Bank,East West Bank,PASADENA,CA,,True,True
SDM HOLDINGS LLC,16541 LOIRE CIR,1 COTTONWOOD,NEWPORT COAST,142-171-04,"BN NEW WORLD CORPORATION, ; BN NEW WORLD CORPORATION INC,",04/09/2025,1300000.0,SDM HOLDINGS LLC,Castle Pines,CO,19791.67,19891.14,03/20/2021,Paid in Full,Limited  Liability Company(LLC),541219,,1.0,Parkside Financial Bank & Trust,Parkside Financial Bank & Trust,CLAYTON,MO,-1481,True,True
JS PROPERTIES LLC,121 MAIN ST,4475 MISSION BLVD STE 226,SAN DIEGO,024-153-17,"SHAW, JACOB C; SHAW, CLAUDIA M",03/22/2024,0.0,J & S  PROPERTIES LLC,Chouteau,OK,19740.0,19946.72,01/17/2021,Paid in Full,Limited  Liability Company(LLC),332710,,2.0,First Bank,First Bank,ERICK,OK,-1160,True,True
GARDEN RANCH LLC,12888 WESTERN AVE,1166 REDFERN CT,CONCORD,931-432-21,"FULTS, CHRISTOPHER L; FULTS, JEANNE",06/12/2019,365000.0,GARDEN RANCH LLC,Colorado Springs,CO,19617.0,19762.25,02/24/2021,Paid in Full,Limited  Liability Company(LLC),623312,,3.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",COLUMBUS,OH,623,True,True
AGG PROPERTIES LLC,12610 WESTMINSTER AVE # 2A,7070 PATTERSON DR,GARDEN GROVE,938-691-06,",",,,AGG PROPERTIES LLC,SAINT PETERSBURG,FL,19200.0,19398.93,05/16/2020,Paid in Full,Limited  Liability Company(LLC),531210,,1.0,Lake City Bank,Lake City Bank,WARSAW,IN,,True,True
PARS LLC,200 HARBOR WOODS PL,3117 S COLUMBIA CIR,TULSA,934-040-58,"KALANI, MOHAMMAD YASHAR; KALANI, KRISTIN NICOLE",06/14/2018,0.0,PARS LLC,Farmington Hills,MI,19169.0,19296.85,03/12/2021,Paid in Full,Corporation,722511,,2.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",COLUMBUS,OH,1002,True,True
GFM INVESTMENTS LLC,1119 FLORIDA ST,4825 MAGNA CARTA BLVD,GRAND PRAIRIE,025-162-18,"GAIGE, ROBERT ANTHONY; BUTLER, JENNIFER R",06/11/2019,1465000.0,"GFM INVESTMENTS, LLC",MEMPHIS,TN,19128.0,19369.07,05/15/2020,Paid in Full,Limited  Liability Company(LLC),531120,,6.0,"Bank of America, National Association","Bank of America, National Association",CHARLOTTE,NC,339,True,True
GALAXY MANAGEMENT LLC,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,GALAXY MANAGEMENT LLC,CHARLOTTE,NC,18413.5,18588.43,04/28/2020,Paid in Full,Limited  Liability Company(LLC),721110,,5.0,First Horizon Bank,First Horizon Bank,MEMPHIS,TN,2069,True,True
POS LLC,227 2ND ST,328 DIAGONAL RD,EL DORADO,024-165-23,"LIBRODO, GERARD F",03/29/2007,0.0,"POS, LLC",EDMOND,OK,18200.0,18332.96,04/04/2020,Paid in Full,Limited  Liability Company(LLC),621320,,2.0,First National Bank of Oklahoma,First National Bank of Oklahoma,OKLAHOMA CITY,OK,4755,True,True
GARDEN RANCH LLC,12888 WESTERN AVE,1166 REDFERN CT,CONCORD,931-432-21,"FULTS, CHRISTOPHER L; FULTS, JEANNE",06/12/2019,365000.0,GARDEN RANCH LLC,COLORADO SPRINGS,CO,17807.0,17973.27,05/01/2020,Paid in Full,Limited  Liability Company(LLC),,,3.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,324,True,True
ATN LLC,18586 GARNET LN,18586 GRANITE AVE # K,RIVERSIDE,111-391-59,"NGUYEN, AMADEUS; NGUYEN, TRIEU",02/13/2020,0.0,"ATN, LLC",NORFOLK,NE,17600.0,17694.03,06/23/2020,Paid in Full,Corporation,453998,,2.0,Elkhorn Valley Bank & Trust,Elkhorn Valley Bank & Trust,NORFOLK,NE,131,True,True
JS PROPERTIES LLC,121 MAIN ST,4475 MISSION BLVD STE 226,SAN DIEGO,024-153-17,"SHAW, JACOB C; SHAW, CLAUDIA M",03/22/2024,0.0,JS PROPERTIES LLC,Dix Hills,NY,17575.0,17757.97,06/23/2020,Paid in Full,Sole Proprietorship,541990,,1.0,Celtic Bank Corporation,Celtic Bank Corporation,SALT LAKE CITY,UT,-1368,True,True
KC GROUP LLC,15301 PACIFIC ST,10252 AVENIDA CINCO DE MAYO,FOUNTAIN VALLEY,142-052-10,"GARCIA, ANGEL; GARCIA FAMILY TRUST,",11/16/2022,820000.0,"K & C GROUP, LLC",Federal Way,WA,17300.0,17481.65,04/30/2020,Paid in Full,Limited  Liability Company(LLC),812113,,11.0,Red Canoe CU,Red Canoe CU,LONGVIEW,WA,-930,True,False
DRT INVESTMENTS LLC,16862 CORAL CAY LN,20101 SW BIRCH ST STE 151,NEWPORT BEACH,988-999-13,",",,,"DRT INVESTMENTS, LLC",PHOENIX,AZ,17210.0,17369.76,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,,True,False
DRT INVESTMENTS LLC,19900 BEACH BLVD,20101 SW BIRCH ST STE 151,NEWPORT BEACH,153-091-27,"TAYLOR, DANIEL R; TAYLOR FAMILY TRUST,",10/28/2003,0.0,"DRT INVESTMENTS, LLC",PHOENIX,AZ,17210.0,17369.76,05/01/2020,Paid in Full,Limited  Liability Company(LLC),999990,,2.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,6030,True,False
HB LLC,9472 RAMBLER DR,16340 75TH PL W,EDMONDS,149-053-07,"COVINGTON, JANET; CROSLEY, COURTNEY",06/04/2019,1127000.0,HB LLC,Denver,CO,16882.0,16984.68,03/26/2021,Paid in Full,Limited  Liability Company(LLC),423990,,1.0,"Wells Fargo Bank, National Association","Wells Fargo Bank, National Association",SIOUX FALLS,SD,661,True,True
ERA VENTURES LLC,8700 WARNER AVE,11160 WARNER AVE STE 315,FOUNTAIN VALLEY,167-371-01,"WARNER FV LLC,",08/28/2018,4000000.0,ERA VENTURES LLC,COTO LAUREL,PR,16500.0,16619.17,01/29/2021,Paid in Full,Limited  Liability Company(LLC),541611,,2.0,Banco Popular de Puerto Rico,Banco Popular de Puerto Rico,SAN JUAN,PR,885,True,False
SUMMIT PROPERTIES LLC,2501 FLORIDA ST,3334 E WOODBINE RD,ORANGE,025-111-58,"MADANI, REZA; MADANI REVOCABLE LIVING TRUST,",03/07/2025,3100000.0,SUMMIT PROPERTIES LLC,Guntersville,AL,16340.0,16419.43,02/02/2021,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Citizens Bank & Trust,Citizens Bank & Trust,GUNTERSVILLE,AL,-1494,True,True
SUMMIT PROPERTIES LLC,2501 FLORIDA ST,3334 E WOODBINE RD,ORANGE,025-111-58,"MADANI, REZA; MADANI REVOCABLE LIVING TRUST,",03/07/2025,3100000.0,"SUMMIT PROPERTIES, LLC",GUNTERSVILLE,AL,16340.0,16420.79,04/08/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,Citizens Bank & Trust,Citizens Bank & Trust,GUNTERSVILLE,AL,-1794,True,True
DLC ENTERPRISES LLC,17392 QUEENS LN,2650 ELM AVE STE 218,LONG BEACH,165-233-04,"ELKHOURY, GEORGE F; ELKHOURY, REBECCA L",12/02/2016,1125000.0,DLC ENTERPRISES LLC,Lincoln,RI,16042.0,16147.16,01/20/2021,Paid in Full,Limited  Liability Company(LLC),423110,,1.0,Navigant CU,Navigant CU,SMITHFIELD,RI,1510,True,False
INSIGHT PROPERTIES LLC,3151 AIRWAY AVE STE M3,3151 AIRWAY AVE STE J2,COSTA MESA,938-940-68,",",09/28/2005,,INSIGHT PROPERTIES LLC,Saint Charles,MO,14546.0,14629.24,03/03/2021,Paid in Full,Limited  Liability Company(LLC),531390,,2.0,"First Mid Bank & Trust, National Association",First Mid Bank and Trust National Association,COLUMBIA,MO,5635,True,False
INSIGHT PROPERTIES LLC,3151 AIRWAY AVE STE M3,3151 AIRWAY AVE STE J2,COSTA MESA,938-940-68,",",09/28/2005,,INSIGHT PROPERTIES LLC,SAINT CHARLES,MO,14500.0,14622.44,04/28/2020,Paid in Full,Limited  Liability Company(LLC),531210,,2.0,"First Mid Bank & Trust, National Association",First Mid Bank and Trust National Association,COLUMBIA,MO,5326,True,False
DBS-ENTERPRISES LLC,2881 COAST CIR APT A,8820 W RUSSELL RD STE 160,LAS VEGAS,936-770-37,"ANDERSEN, DONNA; VICTOR M ANDERSEN LIVING TRUST,",06/30/2022,1780000.0,DBS ENTERPRISES LLC,Miller,SD,14407.5,14493.16,04/08/2021,Paid in Full,Limited  Liability Company(LLC),236220,,1.0,First Dakota National Bank,First Dakota National Bank,YANKTON,SD,-448,True,True
GALAXY MANAGEMENT LLC,1100 QUAIL ST STE 212,3 RIEZ,NEWPORT COAST,938-941-60,"ORO REAL ESTATE GROUP USA LLC,",08/29/2014,210000.0,"GALAXY MANAGEMENT, LLC",Conyers,GA,14188.0,,03/10/2021,Exemption 4,Limited  Liability Company(LLC),561110,,6.0,Farmers and Merchants Bank,Farmers and Merchants Bank,LAKELAND,GA,2385,True,True
PARS LLC,200 HARBOR WOODS PL,3117 S COLUMBIA CIR,TULSA,934-040-58,"KALANI, MOHAMMAD YASHAR; KALANI, KRISTIN NICOLE",06/14/2018,0.0,PARS LLC,FARMINGTON HILLS,MI,13692.0,13843.33,05/01/2020,Paid in Full,Corporation,,,5.0,"JPMorgan Chase Bank, National Association","JPMorgan Chase Bank, National Association",CHICAGO,IL,687,True,True
MRB ENTERPRISES LLC,826 BRICKYARD LN # 8,825 BRICKYARD LN,COSTA MESA,937-782-53,",",,,"MRB ENTERPRISES, LLC",Andover,MA,13470.0,10322.03,05/05/2020,Paid in Full,Limited  Liability Company(LLC),519130,,1.0,Cross River Bank,"Kabbage, Inc.",Atlanta,GA,,True,False
SDR LLC,5902 CHINOOK DR,8861 KATELLA AVE,ANAHEIM,195-223-06,"RODRIGUEZ, OSCAR GABRIEL; RODRIGUEZ, LEAH DIANE",03/12/2020,770000.0,SDR LLC,GASTON,SC,13200.0,13312.83,06/11/2020,Paid in Full,Limited  Liability Company(LLC),484220,,4.0,Regions Bank,Regions Bank,BIRMINGHAM,AL,91,True,True
SDR LLC,15421 HANOVER LN,8861 KATELLA AVE,ANAHEIM,145-151-16,"CHANG, ROBERT TE CHIN; CHANG, SANDRA MEI LING TU",,0.0,SDR LLC,GASTON,SC,13200.0,13312.83,06/11/2020,Paid in Full,Limited  Liability Company(LLC),484220,,4.0,Regions Bank,Regions Bank,BIRMINGHAM,AL,,True,True
SDR LLC,16691 BARTLETT LN,8861 KATELLA AVE,ANAHEIM,142-412-08,"CHANG, ROBERT TE CHIN; CHANG, SANDRA MEI LING TU",,0.0,SDR LLC,GASTON,SC,13200.0,13312.83,06/11/2020,Paid in Full,Limited  Liability Company(LLC),484220,,4.0,Regions Bank,Regions Bank,BIRMINGHAM,AL,,True,True
SDR LLC,6561 SORENTO CIR,18437 STONEGATE LN,ROWLAND HEIGHTS,145-181-09,"CHANG, ROBERT T; CHANG, SANDRA T",,0.0,SDR LLC,GASTON,SC,13200.0,13312.83,06/11/2020,Paid in Full,Limited  Liability Company(LLC),484220,,4.0,Regions Bank,Regions Bank,BIRMINGHAM,AL,,True,True
BARAKAH LLC,8161 SAN ANGELO DR,9581 WESTWOOD DR,WESTMINSTER,107-773-08,"OBEID, ABDUL RAHMAN; OBEID, HELEN JOZANE",06/08/2007,0.0,"BARAKAH, LLC",FAIRFIELD,CT,13000.0,13097.95,06/29/2020,Paid in Full,Limited  Liability Company(LLC),445310,,2.0,First County Bank,First County Bank,STAMFORD,CT,4770,True,False
ON THE EDGE DESIGNS LLC,419 29TH ST,76-6174 ALII DR,KAILUA KONA,932-840-98,"ST JAMES DIVERSIFIED 29TH ST LIDO MGR LL,",08/31/2022,4579000.0,ON THE EDGE DESIGNS LLC,KAILUA KONA,HI,12900.0,13059.75,04/27/2020,Paid in Full,Limited  Liability Company(LLC),531110,,1.0,Bank of Hawaii,Bank of Hawaii,HONOLULU,HI,-856,True,True
HAN LLC,6262 CHINOOK AVE,6431 NAVAJO RD,WESTMINSTER,195-283-09,"THE PAUL SULAHIAN REVOCABLE LIVING TRUST, ; SINANIAN, LARA",03/17/2026,900000.0,HAN LLC,Leavenworth,KS,12869.0,12948.72,02/03/2021,Paid in Full,Limited  Liability Company(LLC),722511,,5.0,Country Club Bank,Country Club Bank,KANSAS CITY,MO,-1868,True,False
HAN LLC,6272 CHINOOK AVE,6431 NAVAJO RD,WESTMINSTER,195-283-10,"THE PAUL SULAHIAN REVOCABLE LIVING TRUST, ; SINANIAN, LARA",03/17/2026,900000.0,HAN LLC,Leavenworth,KS,12869.0,12948.72,02/03/2021,Paid in Full,Limited  Liability Company(LLC),722511,,5.0,Country Club Bank,Country Club Bank,KANSAS CITY,MO,-1868,True,False
SAMPSON VENTURES LLC,17682 SAMPSON LN,12221 POPLAR ST STE 3,HESPERIA,165-331-17,"DEL S FOOD BARSTOW INC,",01/29/2025,0.0,SAMPSON VENTURES LLC,Mesa,AZ,12653.0,12693.07,05/07/2021,Paid in Full,Limited  Liability Company(LLC),531390,,2.0,WebBank,WebBank,SALT LAKE CITY,UT,-1363,True,True
MJB RENTALS LLC,22 SURFSIDE AVE # B,10535 LEMORAN AVE,DOWNEY,178-491-14,"BUTLER, MELINDA A; MELINDA A BUTLER IRREVOCABLE TRUST,",,0.0,"MJB RENTALS, LLC.",Beaverton,OR,12607.29,,04/27/2020,Paid in Full,Limited  Liability Company(LLC),532412,,1.0,Washington Federal Bank d/b/a WaFd Bank,Washington Federal Bank d/b/a WaFd Bank,SEATTLE,WA,,True,True
AA INVESTMENT LLC,7942 SPEER DR,16293 HEMLOCK ST,FOUNTAIN VALLEY,165-311-16,"SPEER PROPERTIES LLC,",08/11/2022,2100000.0,A&A INVESTMENT LLC,GILBERT,AZ,12500.0,12570.83,04/28/2020,Paid in Full,Limited  Liability Company(LLC),611710,,10.0,First International Bank & Trust,First International Bank & Trust,WATFORD CITY,ND,-835,True,False
DRT LLC,16862 CORAL CAY LN,20101 SW BIRCH ST STE 151,NEWPORT BEACH,178-653-37,"DRI LLC, ; DRT LLC,",07/29/1997,0.0,"DRT, LLC",Atlanta,GA,12345.0,,06/04/2020,Charged Off,Limited  Liability Company(LLC),541990,,1.0,Fed ¿ Kabbage,"Kabbage, Inc.",Atlanta,GA,8346,True,False
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,ARABELLA  LLC,Winter Park,FL,12100.0,12192.43,02/17/2021,Paid in Full,Limited  Liability Company(LLC),448120,,3.0,Fifth Third Bank,Fifth Third Bank,CINCINNATI,OH,8493,True,True
ARABELLA LLC,17162 BLUEWATER LN # 165,18340 YORBA LINDA BLVD # 107-24,YORBA LINDA,933-831-65,"SHINDY, WALEED; SHINDY, TAMMY",11/17/1997,0.0,"ARABELLA, LLC",WINTER PARK,FL,12100.0,12287.21,05/01/2020,Paid in Full,Limited  Liability Company(LLC),448120,,3.0,Fifth Third Bank,Fifth Third Bank,CINCINNATI,OH,8201,True,True
AA INVESTMENT LLC,7942 SPEER DR,16293 HEMLOCK ST,FOUNTAIN VALLEY,165-311-16,"SPEER PROPERTIES LLC,",08/11/2022,2100000.0,A&A INVESTMENT LLC,Gilbert,AZ,11942.0,12002.37,01/21/2021,Paid in Full,Limited  Liability Company(LLC),611691,,10.0,First International Bank & Trust,First International Bank & Trust,WATFORD CITY,ND,-567,True,False
KC GROUP LLC,15301 PACIFIC ST,10252 AVENIDA CINCO DE MAYO,FOUNTAIN VALLEY,142-052-10,"GARCIA, ANGEL; GARCIA FAMILY TRUST,",11/16/2022,820000.0,K & C GROUP LLC.,Omaha,NE,11777.0,11904.58,04/15/2020,Paid in Full,Corporation,454110,,2.0,WebBank,WebBank,SALT LAKE CITY,UT,-945,True,False
BAM HOMES LLC,21851 NEWLAND ST SPC 270,135 S STATE COLLEGE BLVD STE 200,BREA,890-892-70,",",,,"BAM HOMES, LLC",LAKE OSWEGO,OR,11600.0,11682.95,08/08/2020,Paid in Full,Subchapter S Corporation,236118,,1.0,KeyBank National Association,KeyBank National Association,CLEVELAND,OH,,True,True
ERA VENTURES LLC,8700 WARNER AVE,11160 WARNER AVE STE 315,FOUNTAIN VALLEY,167-371-01,"WARNER FV LLC,",08/28/2018,4000000.0,ERA VENTURES LLC,Cotto Laurel,PR,11400.0,11475.68,06/24/2020,Paid in Full,Limited  Liability Company(LLC),551114,,2.0,Banco Popular de Puerto Rico,Banco Popular de Puerto Rico,SAN JUAN,PR,666,True,False
SEA AIRE APARTMENTS LLC,729 UTICA AVE,1180 S BEVERLY DR STE 301,LOS ANGELES,025-191-28,", ASSOCIATES NINE",02/18/1998,1950000.0,SEA AIRE APARTMENTS LLC,LOS ANGELES,CA,9950.0,10060.28,06/01/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,First Bank,First Bank,Creve Coeur,MO,8139,False,True
SEA AIRE APARTMENTS LLC,733 UTICA AVE,1180 S BEVERLY DR STE 301,LOS ANGELES,025-191-31,",",01/22/2003,,SEA AIRE APARTMENTS LLC,LOS ANGELES,CA,9950.0,10060.28,06/01/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,First Bank,First Bank,Creve Coeur,MO,6340,False,True
SEA AIRE APARTMENTS LLC,725 UTICA AVE,1180 S BEVERLY DR STE 301,LOS ANGELES,025-191-29,"WEB SERVICE CO INC,",01/22/2003,0.0,SEA AIRE APARTMENTS LLC,LOS ANGELES,CA,9950.0,10060.28,06/01/2020,Paid in Full,Limited  Liability Company(LLC),531390,,1.0,First Bank,First Bank,Creve Coeur,MO,6340,False,True
DAYAL LLC,8491 ATLANTA AVE # 201,8120 WAGON WHEEL CT,ROSEMEAD,151-105-29,"MULTANI ENTERPRISES INC,",03/26/2019,1500000.0,DAYAL LLC,CHECOTAH,OK,9750.0,9804.23,04/27/2020,Paid in Full,Limited  Liability Company(LLC),721110,,6.0,Armstrong Bank,Armstrong Bank,MUSKOGEE,OK,398,True,True
ALCHEMY FACTORY LLC,2900 BRISTOL ST # 39,2900 BRISTOL ST STE D201,COSTA MESA,939-570-79,"OP PROPERTIES I LLC,",03/04/2016,620000.0,ALCHEMY FACTORY LLC,Costa Mesa,CA,9600.0,9675.48,05/01/2020,Paid in Full,Limited  Liability Company(LLC),541613,,2.0,"Zions Bank, A Division of","Zions Bank, A Division of",SALT LAKE CITY,UT,1519,False,False
JJ HOLDINGS LLC,20331 BLUFFSIDE CIR # A204,6000 HACKBERRY CT,FRISCO,936-178-59,"CHOPRA, VIK; CHOPRA, MEERA",12/12/2019,0.0,"J&J HOLDINGS, LLC",FLORENCE,MS,9600.0,9691.27,04/29/2020,Paid in Full,Limited  Liability Company(LLC),541618,,2.0,Regions Bank,Regions Bank,BIRMINGHAM,AL,139,True,True
RCP ENTERPRISES LLC,1688 TOPANGA,135 VIA YELLA,NEWPORT BEACH,930-617-47,",",,,RCP ENTERPRISES LLC,Johnston,RI,9397.0,9458.86,02/23/2021,Paid in Full,Limited  Liability Company(LLC),236220,,3.0,"TD Bank, National Association","TD Bank, National Association",WILMINGTON,DE,,True,False
TRIUMVIRATE LLC,21951 BROOKHURST ST,9874 RARITAN AVE,FOUNTAIN VALLEY,151-234-09,"ROSELL, DAVID T; ROSELL, LORI L",11/19/2021,2800000.0,TRIUMVIRATE LLC,Cheyenne,WY,9237.05,9317.02,04/10/2021,Paid in Full,Corporation,451120,,5.0,Pinnacle Bank-Wyoming,Pinnacle Bank-Wyoming,Cody,WY,-223,True,False
